,location,size,total_sqft,bath,balcony,price
8049,Sarjapur  Road,4,3785.0,6.0,2.0,280.0
8050,Sarjapur  Road,1,835.0,1.0,1.0,46.95
8051,Sarjapur  Road,2,1280.0,2.0,1.0,76.0
8054,Sarjapur  Road,2,1263.0,2.0,1.0,78.0
8055,Sarjapur  Road,3,1691.0,3.0,1.0,98.0
8057,Sarjapur  Road,2,1308.0,2.0,1.0,83.0
8058,Sarjapur  Road,3,1592.0,3.0,1.0,91.0
8060,Sarjapur  Road,2,1150.0,2.0,2.0,77.0
8061,Sarjapur  Road,3,1965.0,3.0,3.0,120.0
8062,Sarjapur  Road,3,2275.0,4.0,2.0,180.0
8064,Sarjapur  Road,2,1418.0,2.0,2.0,78.0
8065,Sarjapur  Road,2,1200.0,2.0,1.0,93.0
8068,Sarjapur  Road,2,1115.0,2.0,1.0,60.0
8069,Sarjapur  Road,3,1525.0,2.0,2.0,87.0
8070,Sarjapur  Road,2,1346.0,2.0,1.0,71.32
8071,Sarjapur  Road,5,3905.0,7.0,2.0,290.0
8073,Sarjapur  Road,1,715.0,1.0,2.0,29.0
8074,Sarjapur  Road,2,1230.0,2.0,3.0,94.5
8075,Sarjapur  Road,3,1750.0,3.0,3.0,99.0
8076,Sarjapur  Road,2,1145.0,2.0,1.0,62.0
8077,Sarjapur  Road,3,1500.0,3.0,2.0,88.0
8079,Sarjapur  Road,3,1846.0,3.0,3.0,145.0
8080,Sarjapur  Road,2,1067.0,2.0,1.0,60.0
8082,Sarjapur  Road,3,1700.0,3.0,1.0,95.0
8083,Sarjapur  Road,2,1230.0,2.0,1.0,65.0
8085,Sarjapur  Road,4,3785.0,5.0,2.0,280.0
8086,Sarjapur  Road,3,2556.0,3.0,2.0,169.0
8087,Sarjapur  Road,2,1278.0,2.0,2.0,90.0
8089,Sarjapur  Road,2,1305.0,2.0,1.0,99.0
8090,Sarjapur  Road,3,1755.0,3.0,2.0,122.0
8091,Sarjapur  Road,4,4334.0,2.0,2.0,338.0
8094,Sarjapur  Road,3,1700.0,3.0,2.0,93.5
8096,Sarjapur  Road,2,1060.0,2.0,1.0,55.0
8097,Sarjapur  Road,3,1455.0,2.0,1.0,98.0
8098,Sarjapur  Road,3,1850.0,3.0,3.0,140.0
8099,Sarjapur  Road,1,950.0,1.0,0.0,39.9
8100,Sarjapur  Road,3,1826.0,3.0,2.0,130.0
8103,Sarjapur  Road,3,1660.0,2.0,2.0,116.0
8104,Sarjapur  Road,3,1700.0,3.0,3.0,108.0
8105,Sarjapur  Road,3,1539.0,3.0,2.0,85.0
8106,Sarjapur  Road,3,1489.0,2.0,3.0,82.0
8108,Sarjapur  Road,2,1200.0,2.0,2.0,75.0
8112,Sarjapur  Road,3,3044.0,3.0,2.0,183.0
8115,Sarjapur  Road,3,1877.0,4.0,2.0,150.0
8117,Sarjapur  Road,2,1229.0,2.0,2.0,70.0
8118,Sarjapur  Road,2,1342.0,2.0,2.0,70.0
8119,Sarjapur  Road,3,1711.0,3.0,1.0,110.0
8123,Sarjapur  Road,2,1050.0,2.0,1.0,63.5
8124,Sarjapur  Road,2,1350.0,2.0,2.0,102.0
8125,Sarjapur  Road,4,2990.0,4.0,2.0,240.0
8127,Sarjapur  Road,3,1457.0,3.0,3.0,85.0
8128,Sarjapur  Road,3,1685.0,3.0,1.0,135.0
8130,Sarjapur  Road,3,1200.0,3.0,2.0,70.0
8134,Sarjapur  Road,2,984.0,2.0,1.0,55.0
8138,Sarjapur  Road,2,1320.0,2.0,1.0,100.0
8139,Sarjapur  Road,3,1984.0,4.0,1.0,145.0
8143,Sarjapur  Road,3,1550.0,2.0,1.0,89.0
8144,Sarjapur  Road,3,1691.0,3.0,2.0,113.0
8146,Sarjapur  Road,3,2070.0,4.0,2.0,160.0
8148,Sarjapur  Road,3,1435.0,3.0,2.0,90.0
8150,Sarjapur  Road,2,1262.0,2.0,2.0,67.0
8151,Sarjapur  Road,3,1693.0,3.0,2.0,125.0
8152,Sarjapur  Road,3,1826.0,3.0,2.0,125.0
8153,Sarjapur  Road,3,1660.0,3.0,2.0,116.0
8155,Sarjapur  Road,3,1830.0,3.0,1.0,119.0
8159,Sarjapur  Road,2,1059.0,2.0,2.0,68.0
8161,Sarjapur  Road,3,1157.0,2.0,1.0,74.0
8162,Sarjapur  Road,3,1700.0,3.0,1.0,118.0
8163,Sarjapur  Road,3,1691.0,3.0,3.0,120.0
8165,Sarjapur  Road,2,1308.0,2.0,1.0,75.0
8166,Sarjapur  Road,3,1580.0,3.0,3.0,125.0
8168,Sarjapur  Road,3,1763.25,3.0,3.0,98.0
8169,Sarjapur  Road,3,1826.0,3.0,2.0,130.0
8170,Sarjapur  Road,3,1550.0,2.0,2.0,98.0
8173,Sarjapur  Road,3,1819.0,3.0,2.0,100.0
8174,Sarjapur  Road,2,984.0,2.0,1.0,59.0
8175,Sarjapur  Road,3,1489.0,3.0,2.0,88.0
8176,Sarjapur  Road,1,702.0,1.0,1.0,52.0
8177,Sarjapur  Road,2,1242.0,2.0,1.0,75.0
8178,Sarjapur  Road,3,2275.0,4.0,2.0,185.0
8179,Sarjapur  Road,3,2100.0,3.0,1.0,135.0
8180,Sarjapur  Road,3,1700.0,3.0,2.0,93.5
8181,Sarjapur  Road,3,1862.0,4.0,1.0,110.0
8182,Sarjapur  Road,3,2275.0,4.0,2.0,175.0
8183,Sarjapur  Road,3,1787.0,3.0,2.0,116.0
8184,Sarjapur  Road,3,1691.0,3.0,2.0,93.01
8185,Sarjapur  Road,2,1028.0,2.0,1.0,56.0
8187,Sarjapur  Road,3,1181.0,2.0,1.0,65.0
8188,Sarjapur  Road,3,1691.0,3.0,2.0,100.0
8189,Sarjapur  Road,2,1026.0,2.0,1.0,60.55
8190,Sarjapur  Road,2,1350.0,2.0,1.0,85.0
8191,Sarjapur  Road,3,1157.0,2.0,1.0,72.0
8192,Sarjapur  Road,2,1019.0,2.0,1.0,62.0
8193,Sarjapur  Road,4,3418.0,3.0,2.0,235.0
8194,Sarjapur  Road,1,691.0,1.0,1.0,31.1
8198,Sarjapur  Road,3,1881.0,3.0,2.0,145.0
8199,Sarjapur  Road,3,2275.0,4.0,2.0,182.0
8202,Sarjapur  Road,3,1881.0,3.0,2.0,145.0
8204,Sarjapur  Road,4,2880.0,3.0,2.0,211.0
8205,Sarjapur  Road,4,3418.0,2.0,2.0,222.0
8207,Sarjapur  Road,1,675.0,1.0,1.0,27.0
8208,Sarjapur  Road,3,1773.5,2.0,2.0,102.92
8209,Sarjapur  Road,2,1346.0,2.0,1.0,74.03
8210,Sarjapur  Road,3,1691.0,3.0,2.0,119.0
8211,Sarjapur  Road,2,1335.0,2.0,1.0,95.0
8213,Sarjapur  Road,3,1680.0,3.0,2.0,126.0
8214,Sarjapur  Road,3,1222.0,2.0,1.0,68.0
8215,Sarjapur  Road,4,3420.0,4.0,2.0,225.0
8216,Sarjapur  Road,3,1510.0,2.0,1.0,110.0
8217,Sarjapur  Road,2,1242.0,2.0,1.0,78.0
8219,Sarjapur  Road,2,1129.0,2.0,1.0,69.0
8220,Sarjapur  Road,3,1850.0,3.0,2.0,140.0
8222,Sarjapur  Road,3,1157.0,2.0,1.0,75.0
8223,Sarjapur  Road,4,2425.0,5.0,1.0,175.0
8224,Sarjapur  Road,2,1323.0,2.0,2.0,74.0
8225,Sarjapur  Road,3,2289.0,3.0,2.0,178.0
8228,Sarjapur  Road,3,2100.0,3.0,2.0,130.0
8229,Sarjapur  Road,1,702.0,1.0,0.0,35.8
8231,Sarjapur  Road,3,1800.0,3.0,2.0,128.0
8233,Sarjapur  Road,2,1026.0,2.0,2.0,60.8
8235,Sarjapur  Road,2,1216.0,2.0,2.0,70.0
8236,Sarjapur  Road,2,1112.0,2.0,1.0,62.0
8238,Sarjapur  Road,3,1157.0,2.0,1.0,69.0
8240,Sarjapur  Road,2,1026.0,2.0,1.0,60.8
8242,Sarjapur  Road,3,1600.0,3.0,1.0,120.0
8244,Sarjapur  Road,2,1346.0,2.0,1.0,74.03
8245,Sarjapur  Road,1,475.0,1.0,1.0,26.0
8248,Sarjapur  Road,3,1660.0,2.0,2.0,116.0
8251,Sarjapur  Road,2,1346.0,2.0,1.0,69.61
8252,Sarjapur  Road,3,2089.0,3.0,2.0,148.0
8253,Sarjapur  Road,3,1612.0,3.0,1.0,98.38
8254,Sarjapur  Road,2,1290.0,2.0,2.0,88.0
8255,Sarjapur  Road,2,1371.0,2.0,1.0,86.0
8256,Sarjapur  Road,3,2140.0,3.0,2.0,139.0
8257,Sarjapur  Road,2,1044.0,2.0,2.0,55.0
8259,Sarjapur  Road,3,1691.0,3.0,2.0,119.0
8260,Sarjapur  Road,3,2206.0,4.0,1.0,180.0
8261,Sarjapur  Road,2,1309.0,2.0,3.0,69.5
8262,Sarjapur  Road,3,1691.0,3.0,2.0,100.0
8263,Sarjapur  Road,2,1367.0,2.0,0.0,80.0
8266,Sarjapur  Road,3,1984.0,4.0,1.0,148.0
8268,Sarjapur  Road,2,1346.0,2.0,1.0,74.03
8270,Sarjapur  Road,2,1112.0,2.0,1.0,58.0
8271,Sarjapur  Road,2,1340.0,2.0,2.0,75.0
8272,Sarjapur  Road,3,3500.0,3.0,2.0,275.0
8274,Sarjapur  Road,2,1132.0,2.0,1.0,70.0
8276,Sarjapur  Road,4,2425.0,5.0,1.0,195.0
8277,Sarjapura - Attibele Road,3,1330.0,2.0,1.0,48.0
8278,Sarjapura - Attibele Road,3,1329.0,2.0,2.0,45.95
8279,Sarjapura - Attibele Road,2,829.0,2.0,1.0,22.8
8280,Sarjapura - Attibele Road,3,2400.0,3.0,3.0,85.0
8281,Sarjapura - Attibele Road,2,1033.0,2.0,2.0,28.41
8282,Sarjapura - Attibele Road,3,1676.0,3.0,3.0,52.0
8283,Sarjapura - Attibele Road,3,1800.0,3.0,2.0,90.0
8284,Sarjapura - Attibele Road,2,1308.0,2.0,2.0,37.0
8285,Sarjapura - Attibele Road,2,1073.0,2.0,2.0,31.77
8286,Sarjapura - Attibele Road,3,1330.0,2.0,1.0,49.0
8287,Sarjapura - Attibele Road,2,1090.0,2.0,1.0,37.0
8288,Sarjapura - Attibele Road,2,1126.0,2.0,1.0,36.0
8289,Sarjapura - Attibele Road,1,740.0,1.0,1.0,23.65
8290,Sarjapura - Attibele Road,3,1555.0,3.0,3.0,52.0
8291,Sector 2 HSR Layout,2,1296.0,2.0,1.0,75.0
8292,Sector 2 HSR Layout,1,794.0,1.0,1.0,60.0
8293,Sector 2 HSR Layout,2,1143.0,2.0,2.0,65.0
8294,Sector 2 HSR Layout,3,1665.0,3.0,2.0,110.0
8295,Sector 2 HSR Layout,3,1512.0,3.0,2.0,80.0
8296,Sector 2 HSR Layout,2,1332.0,2.0,2.0,101.0
8297,Sector 2 HSR Layout,3,1600.0,3.0,2.0,90.0
8298,Sector 2 HSR Layout,2,1231.0,2.0,3.0,66.0
8299,Sector 7 HSR Layout,4,3000.0,5.0,1.0,275.0
8300,Sector 7 HSR Layout,2,1163.0,2.0,2.0,98.86
8301,Sector 7 HSR Layout,3,1760.0,3.0,2.0,145.0
8302,Sector 7 HSR Layout,3,3900.0,3.0,2.0,300.0
8303,Sector 7 HSR Layout,2,1163.0,2.0,1.0,98.86
8304,Sector 7 HSR Layout,2,1342.0,2.0,2.0,115.0
8305,Sector 7 HSR Layout,3,1760.0,3.0,2.0,160.0
8306,Sector 7 HSR Layout,3,1760.0,3.0,2.0,142.0
8307,Sector 7 HSR Layout,3,2400.0,2.0,3.0,195.0
8308,Sector 7 HSR Layout,3,1760.0,3.0,2.0,185.0
8309,Sector 7 HSR Layout,2,1162.0,2.0,2.0,98.77
8310,Seegehalli,2,901.0,2.0,1.0,35.14
8312,Seegehalli,2,800.0,1.0,0.0,50.0
8314,Seegehalli,2,1118.0,2.0,2.0,37.5
8315,Seegehalli,3,1200.0,2.0,0.0,62.0
8316,Seegehalli,2,1155.0,2.0,0.0,72.0
8317,Seegehalli,3,1830.0,4.0,2.0,82.0
8318,Seegehalli,3,4000.0,3.0,1.0,235.0
8321,Seegehalli,2,1096.0,2.0,1.0,41.0
8323,Seegehalli,2,920.0,2.0,1.0,27.0
8324,Seegehalli,3,1553.0,3.0,3.0,68.0
8325,Seegehalli,3,1639.0,3.0,3.0,120.0
8326,Seegehalli,3,3000.0,4.0,2.0,235.0
8327,Seegehalli,2,1134.0,2.0,2.0,45.0
8328,Seegehalli,3,1683.0,3.0,3.0,80.0
8329,Seegehalli,2,1176.0,2.0,2.0,50.0
8330,Seegehalli,3,3000.0,4.0,2.0,240.0
8331,Shampura,4,2650.0,4.0,2.0,150.0
8332,Shampura,2,1200.0,2.0,3.0,53.0
8333,Shampura,3,1400.0,3.0,1.0,70.0
8334,Shampura,3,1475.0,3.0,3.0,78.0
8335,Shampura,3,1700.0,3.0,3.0,75.0
8336,Shivaji Nagar,2,850.0,2.0,2.0,55.0
8337,Shivaji Nagar,2,1554.0,3.0,3.0,130.0
8338,Shivaji Nagar,2,2200.0,2.0,0.0,110.0
8339,Shivaji Nagar,1,3820.0,1.0,1.0,306.0
8340,Shivaji Nagar,2,703.0,2.0,1.0,49.5
8341,Shivaji Nagar,3,1460.0,2.0,1.0,90.0
8342,Shivaji Nagar,3,1226.0,2.0,2.0,60.0
8344,Singasandra,2,1030.0,2.0,2.0,55.0
8345,Singasandra,4,3850.0,6.0,3.0,195.0
8346,Singasandra,2,1100.0,2.0,1.0,52.0
8348,Singasandra,2,1300.0,2.0,2.0,65.0
8351,Singasandra,2,1010.0,2.0,1.0,40.0
8352,Singasandra,2,1375.0,2.0,3.0,58.0
8353,Singasandra,2,1120.0,2.0,1.0,60.0
8354,Singasandra,3,1510.0,3.0,2.0,75.0
8355,Singasandra,2,1179.0,2.0,2.0,56.0
8356,Singasandra,2,1416.0,2.0,2.0,67.0
8357,Singasandra,3,1476.0,2.0,1.0,73.0
8358,Singasandra,2,1139.7,2.0,1.0,45.0
8359,Singasandra,2,1465.0,2.0,3.0,60.0
8361,Singasandra,3,1653.0,3.0,2.0,85.0
8362,Somasundara Palya,2,1255.0,2.0,2.0,67.0
8363,Somasundara Palya,2,1448.0,2.0,2.0,68.0
8365,Somasundara Palya,2,1178.0,2.0,3.0,73.0
8366,Somasundara Palya,2,1260.0,2.0,1.0,60.0
8367,Somasundara Palya,2,1033.0,2.0,2.0,48.0
8368,Somasundara Palya,2,1329.0,2.0,2.0,70.0
8369,Somasundara Palya,3,2372.0,3.0,2.0,140.0
8370,Somasundara Palya,2,1185.0,2.0,3.0,70.0
8374,Somasundara Palya,4,2400.0,3.0,3.0,140.0
8375,Somasundara Palya,3,1650.0,3.0,2.0,95.0
8376,Somasundara Palya,2,1186.0,2.0,3.0,72.0
8378,Sompura,2,825.0,2.0,1.0,33.0
8379,Sompura,2,1020.0,2.0,3.0,41.0
8380,Sompura,2,1126.0,2.0,2.0,39.0
8381,Sompura,2,825.0,2.0,1.0,32.0
8382,Sompura,3,1360.0,2.0,3.0,45.0
8383,Sompura,3,1350.0,2.0,2.0,47.0
8384,Sompura,4,2150.0,3.0,2.0,85.0
8386,Sonnenahalli,2,896.0,2.0,1.0,43.75
8387,Sonnenahalli,2,1120.0,2.0,2.0,43.0
8388,Sonnenahalli,2,1100.0,2.0,1.0,44.0
8389,Sonnenahalli,2,1011.0,2.0,1.0,50.53
8390,Sonnenahalli,1,614.5,1.0,0.0,30.715
8391,Sonnenahalli,3,1484.0,3.0,1.0,74.18
8392,Sonnenahalli,3,1610.0,3.0,2.0,80.48
8393,Sonnenahalli,3,1415.0,2.0,1.0,65.0
8394,Sonnenahalli,2,1268.0,2.0,1.0,58.0
8395,Sonnenahalli,2,1268.0,2.0,1.0,56.0
8396,Sonnenahalli,1,605.0,1.0,1.0,30.24
8397,Sonnenahalli,3,1484.0,3.0,1.0,75.0
8398,Subramanyapura,2,929.0,2.0,0.0,50.17
8399,Subramanyapura,2,1200.0,2.0,2.0,52.0
8400,Subramanyapura,2,975.0,2.0,1.0,58.0
8401,Subramanyapura,2,1277.0,2.0,2.0,55.0
8402,Subramanyapura,2,985.0,2.0,1.0,58.0
8403,Subramanyapura,3,1245.0,2.0,1.0,68.0
8404,Subramanyapura,2,1313.0,2.0,2.0,73.0
8405,Subramanyapura,2,1313.0,2.0,2.0,66.5
8406,Subramanyapura,3,1255.0,2.0,2.0,79.0
8407,Subramanyapura,3,1330.0,3.0,2.0,72.0
8408,Subramanyapura,2,929.0,2.0,1.0,48.0
8409,Subramanyapura,2,950.0,2.0,1.0,55.0
8410,Subramanyapura,2,929.0,2.0,1.0,56.0
8412,Subramanyapura,3,1260.0,2.0,2.0,76.0
8414,Subramanyapura,2,960.0,2.0,1.0,55.0
8415,Subramanyapura,3,1260.0,2.0,1.0,73.0
8417,Subramanyapura,3,1278.0,3.0,2.0,70.0
8418,Subramanyapura,2,929.0,2.0,2.0,49.0
8419,Subramanyapura,3,1260.0,2.0,1.0,75.0
8420,Subramanyapura,2,1000.0,2.0,1.0,45.0
8422,Subramanyapura,2,929.0,1.0,2.0,51.0
8423,Subramanyapura,3,1880.0,3.0,2.0,110.0
8425,Sultan Palaya,2,1100.0,2.0,1.0,45.0
8426,Sultan Palaya,2,900.0,2.0,2.0,45.0
8427,Sultan Palaya,3,1765.0,3.0,3.0,80.0
8428,Sultan Palaya,2,1009.0,2.0,1.0,65.0
8429,Sultan Palaya,4,5000.0,5.0,2.0,325.0
8430,Sultan Palaya,2,1070.0,2.0,2.0,49.0
8431,TC Palaya,3,1475.0,3.0,1.0,98.0
8432,TC Palaya,2,1200.0,2.0,0.0,60.0
8437,TC Palaya,2,1240.0,2.0,1.0,60.0
8438,TC Palaya,3,1500.0,2.0,1.0,100.0
8439,TC Palaya,2,1200.0,2.0,0.0,65.0
8440,TC Palaya,2,1200.0,2.0,0.0,70.0
8441,TC Palaya,2,900.0,2.0,0.0,55.0
8444,TC Palaya,4,4800.0,3.0,3.0,302.0
8445,TC Palaya,2,1000.0,2.0,0.0,64.0
8447,TC Palaya,2,900.0,2.0,0.0,55.0
8448,TC Palaya,2,1200.0,2.0,0.0,66.0
8451,TC Palaya,2,900.0,2.0,0.0,55.0
8453,TC Palaya,2,900.0,2.0,0.0,55.0
8456,TC Palaya,2,1200.0,2.0,0.0,65.0
8457,TC Palaya,2,1500.0,2.0,0.0,75.0
8459,TC Palaya,2,1000.0,2.0,0.0,70.0
8460,TC Palaya,2,1100.0,2.0,0.0,65.0
8464,TC Palaya,2,1800.0,2.0,2.0,80.0
8466,TC Palaya,2,1200.0,2.0,1.0,70.0
8467,TC Palaya,1,1350.0,1.0,0.0,55.0
8468,TC Palaya,2,900.0,2.0,0.0,55.0
8469,TC Palaya,2,900.0,2.0,0.0,55.0
8470,TC Palaya,2,1082.0,2.0,2.0,64.0
8474,TC Palaya,2,1152.0,2.0,2.0,55.0
8478,Talaghattapura,3,1868.0,3.0,2.0,131.0
8479,Talaghattapura,3,2038.5,3.0,0.0,120.0
8480,Talaghattapura,3,2106.0,3.0,2.0,126.0
8481,Talaghattapura,3,1868.0,3.0,1.0,121.0
8482,Talaghattapura,3,2106.0,3.0,2.0,126.0
8483,Talaghattapura,3,1868.0,3.0,1.0,135.0
8484,Talaghattapura,3,1856.0,3.0,2.0,135.0
8485,Talaghattapura,3,1868.0,3.0,1.0,120.0
8486,Talaghattapura,3,1804.0,3.0,1.0,115.0
8487,Talaghattapura,3,1856.0,3.0,2.0,135.0
8488,Talaghattapura,3,2254.0,3.0,2.0,153.0
8489,Talaghattapura,3,2106.0,3.0,3.0,148.0
8490,Talaghattapura,3,1856.0,3.0,2.0,135.0
8491,Talaghattapura,3,2273.0,3.0,3.0,159.0
8492,Talaghattapura,3,2099.0,3.0,3.0,147.0
8493,Talaghattapura,2,1100.0,2.0,0.0,50.0
8494,Talaghattapura,2,1100.0,2.0,1.0,49.49
8495,Talaghattapura,3,1575.0,3.0,2.0,80.0
8496,Talaghattapura,3,2273.0,3.0,2.0,145.0
8497,Talaghattapura,2,1175.0,2.0,2.0,62.0
8498,Talaghattapura,3,1804.0,3.0,2.0,127.0
8499,Talaghattapura,2,1062.0,2.0,1.0,42.48
8500,Talaghattapura,3,2038.5,3.0,0.0,122.0
8501,Talaghattapura,3,1800.0,3.0,1.0,84.0
8502,Talaghattapura,3,2265.0,3.0,3.0,159.0
8503,Talaghattapura,3,2099.0,3.0,2.0,134.0
8504,Thanisandra,2,1296.0,2.0,3.0,80.0
8506,Thanisandra,3,2144.0,3.0,2.0,145.0
8508,Thanisandra,2,1296.0,2.0,2.0,83.0
8510,Thanisandra,3,2144.0,3.0,2.0,135.0
8512,Thanisandra,2,1093.0,2.0,2.0,70.0
8513,Thanisandra,3,1265.0,2.0,1.0,79.0
8514,Thanisandra,3,1651.0,3.0,3.0,97.38
8515,Thanisandra,2,1265.0,2.0,2.0,85.0
8516,Thanisandra,1,776.5,2.0,2.0,48.145
8517,Thanisandra,3,1564.0,3.0,1.0,101.0
8519,Thanisandra,3,1847.0,3.0,2.0,123.0
8521,Thanisandra,3,1697.0,3.0,2.0,114.0
8523,Thanisandra,6,3500.0,5.0,0.0,160.0
8524,Thanisandra,3,1573.0,3.0,2.0,95.0
8525,Thanisandra,3,1917.0,3.0,3.0,122.0
8526,Thanisandra,1,693.0,1.0,1.0,34.3
8527,Thanisandra,2,1098.0,2.0,1.0,68.0
8528,Thanisandra,1,760.0,1.0,2.0,50.3
8531,Thanisandra,3,2002.0,3.0,2.0,112.0
8536,Thanisandra,3,1697.0,3.0,2.0,115.0
8537,Thanisandra,1,1380.0,1.0,1.0,62.1
8538,Thanisandra,1,923.0,1.0,1.0,60.84
8540,Thanisandra,1,923.0,1.0,1.0,45.69
8544,Thanisandra,3,1698.0,3.0,2.0,102.0
8545,Thanisandra,3,1411.0,3.0,1.0,93.04
8546,Thanisandra,3,1996.0,3.0,2.0,135.0
8547,Thanisandra,3,1801.0,3.0,1.0,115.0
8548,Thanisandra,2,1265.0,2.0,2.0,82.0
8550,Thanisandra,3,1917.0,4.0,2.0,113.0
8551,Thanisandra,1,662.0,1.0,1.0,42.0
8553,Thanisandra,3,1948.0,3.0,2.0,130.0
8555,Thanisandra,2,1098.0,2.0,1.0,74.0
8557,Thanisandra,3,1564.0,3.0,1.0,104.0
8563,Thanisandra,3,2127.0,3.0,2.0,135.0
8565,Thanisandra,2,1276.0,2.0,2.0,75.0
8566,Thanisandra,1,693.0,1.0,1.0,34.3
8567,Thanisandra,4,2259.0,5.0,2.0,135.0
8568,Thanisandra,2,1265.0,2.0,1.0,78.0
8570,Thanisandra,2,934.0,2.0,2.0,55.0
8571,Thanisandra,2,1056.0,2.0,2.0,68.0
8572,Thanisandra,3,1595.0,3.0,1.0,110.0
8573,Thanisandra,3,1411.0,3.0,1.0,93.15
8574,Thanisandra,2,1093.0,2.0,1.0,68.1
8576,Thanisandra,2,1093.0,2.0,2.0,72.0
8578,Thanisandra,3,1698.0,3.0,2.0,107.0
8579,Thanisandra,3,1564.0,3.0,1.0,105.0
8580,Thanisandra,2,1265.0,2.0,1.0,83.0
8581,Thanisandra,1,784.0,1.0,0.0,35.285
8582,Thanisandra,2,965.0,2.0,1.0,56.0
8583,Thanisandra,3,1546.0,3.0,1.0,95.0
8584,Thanisandra,1,777.0,1.0,0.0,38.535
8585,Thanisandra,3,1697.0,3.0,2.0,110.0
8586,Thanisandra,3,1492.0,3.0,1.0,88.0
8587,Thanisandra,3,2072.0,3.0,2.0,122.0
8588,Thanisandra,3,1880.0,3.0,3.0,120.0
8589,Thanisandra,1,760.0,1.0,2.0,50.0
8591,Thanisandra,1,933.0,2.0,1.0,58.0
8592,Thanisandra,3,1917.0,3.0,2.0,110.0
8593,Thanisandra,3,1996.0,4.0,1.0,123.0
8594,Thanisandra,2,1183.0,2.0,1.0,77.25
8595,Thanisandra,3,1491.0,3.0,1.0,88.0
8597,Thanisandra,1,662.0,1.0,1.0,29.0
8599,Thanisandra,3,1564.0,3.0,2.0,100.0
8600,Thanisandra,1,662.0,1.0,0.0,45.0
8601,Thanisandra,3,1573.0,3.0,2.0,98.0
8602,Thanisandra,3,1262.0,2.0,1.0,83.0
8603,Thanisandra,2,1056.0,2.0,2.0,65.0
8605,Thanisandra,3,1702.0,3.0,2.0,115.0
8606,Thanisandra,2,1343.0,2.0,2.0,75.0
8607,Thanisandra,3,1935.0,4.0,2.0,122.0
8608,Thanisandra,2,933.0,2.0,1.0,55.0
8609,Thanisandra,2,1183.0,2.0,1.0,77.3
8610,Thanisandra,1,662.0,1.0,0.0,38.0
8611,Thanisandra,2,1265.0,2.0,1.0,72.0
8612,Thanisandra,3,1595.0,3.0,1.0,105.0
8614,Thanisandra,1,580.0,1.0,1.0,27.5
8615,Thanisandra,3,2087.0,4.0,2.0,139.0
8617,Thanisandra,2,1098.0,2.0,1.0,71.0
8618,Thanisandra,3,1411.0,3.0,1.0,93.25
8621,Thanisandra,3,1732.0,3.0,1.0,112.0
8622,Thanisandra,1,933.0,1.0,1.0,61.0
8623,Thanisandra,3,1702.0,3.0,2.0,107.0
8624,Thanisandra,1,747.0,1.0,0.0,34.355
8625,Thanisandra,3,2030.0,4.0,1.0,125.0
8627,Thanisandra,4,1948.0,4.0,2.0,129.0
8628,Thanisandra,3,1573.0,3.0,1.0,90.0
8629,Thanisandra,2,1056.0,2.0,2.0,70.0
8630,Thanisandra,3,1595.0,3.0,2.0,96.0
8633,Thanisandra,2,1245.0,2.0,1.0,83.05
8634,Thanisandra,3,1261.0,2.0,1.0,80.0
8635,Thanisandra,3,1884.0,4.0,2.0,117.0
8636,Thanisandra,2,965.0,2.0,1.0,54.0
8637,Thanisandra,3,1930.0,4.0,2.0,122.0
8638,Thanisandra,1,777.0,1.0,0.0,38.46
8640,Thanisandra,3,1930.0,4.0,2.0,120.0
8641,Thanisandra,1,760.0,1.0,2.0,50.4
8642,Thanisandra,1,663.0,1.0,0.0,32.82
8643,Thanisandra,3,1801.0,3.0,2.0,115.0
8644,Thanisandra,3,1806.0,6.0,2.0,116.0
8645,Thanisandra,4,3671.0,4.0,1.0,220.0
8647,Thanisandra,2,1305.0,2.0,2.0,90.0
8648,Thanisandra,3,1965.0,4.0,2.0,125.0
8649,Thanisandra,3,1573.0,3.0,2.0,100.0
8652,Thanisandra,4,1917.0,4.0,2.0,130.0
8654,Thigalarapalya,4,3122.0,6.0,2.0,230.0
8656,Thigalarapalya,2,1297.0,2.0,2.0,103.0
8657,Thigalarapalya,2,1418.0,2.0,2.0,95.0
8658,Thigalarapalya,4,3122.0,6.0,2.0,235.0
8659,Thigalarapalya,4,3122.0,6.0,2.0,245.0
8661,Thigalarapalya,2,1418.0,2.0,2.0,103.0
8662,Thigalarapalya,2,1418.0,2.0,2.0,101.0
8663,Thigalarapalya,2,1418.0,2.0,2.0,104.0
8665,Thigalarapalya,4,3122.0,5.0,2.0,225.0
8666,Thigalarapalya,4,2912.0,6.0,2.0,210.0
8667,Thigalarapalya,2,1418.0,2.0,2.0,103.0
8668,Thigalarapalya,3,2072.0,4.0,2.0,159.0
8670,Thigalarapalya,2,1418.0,2.0,2.0,106.0
8672,Thigalarapalya,2,1418.0,2.0,2.0,104.0
8673,Thigalarapalya,4,3122.0,6.0,2.0,237.0
8674,Thigalarapalya,2,1418.0,2.0,2.0,105.0
8675,Thigalarapalya,2,1418.0,2.0,2.0,104.0
8678,Thigalarapalya,2,1418.0,2.0,2.0,106.0
8679,Thigalarapalya,3,2072.0,4.0,2.0,155.0
8680,Thigalarapalya,3,1830.0,4.0,2.0,135.0
8681,Thigalarapalya,2,1418.0,2.0,2.0,105.0
8682,Thigalarapalya,3,2072.0,4.0,2.0,160.0
8686,Thigalarapalya,3,2072.0,4.0,2.0,160.0
